study	cage	diet	mouse	colonytype	colony	timepoint	Species	Strain	isolation.source	body.part	country	date	plate	location_nooil	timeA_nooil	timeB_nooil	timeC_nooil	timeD_nooil	timeE_nooil	location_oil	timeA_oil	timeB_oil	timeC_oil	timeD_oil	timeE_oil	timeA	timeB	timeC	timeD	timeE	blank_nooil	blank_oil	ph	mouseweight	notes	Gavage	GavageGeneral
control	130604	LF	303	nonwhite	3K	W8	L. johnsonii	3K	control	SI	north america	10/20/16	plate9	F1	0.225	0.618	1.529	1.764	1.808	F7	0.261	0.44	1.311	1.513	1.552	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA			
control	130604	LF	303	white	3C	W8	L. reuteri	3C	control	SI	north america	10/20/16	plate9	A1	0.086	0.12	0.382	0.965	1.147	A7	0.184	0.128	0.281	0.714	0.887	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA			
control	130605	HF	381	white	81I	W8	L. reuteri	81I	control	SI	north america	10/20/16	plate9	B1	0.093	0.137	0.414	0.937	1.126	B7	0.205	0.132	0.196	0.488	0.644	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA			
control	evol_LJ4	LA10	LJ4107	nonwhite	LJ41072		L. johnsonii	LJ41072	control	evolution	north america	10/20/16	plate9	G1	0.09	0.131	0.571	1.124	1.199	G7	0.131	0.127	0.515	1.146	1.272	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA			
control	130604	LF	303	nonwhite	3K	W8	L. johnsonii	3K	control	SI	north america	9/30/16	plateZ	F1	0.114	0.112	0.177	0.39	0.907	F7	0.223	0.139	0.145	0.147	0.144	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading		
control	130604	LF	303	white	3C	W8	L. reuteri	3C	control	SI	north america	9/30/16	plateZ	A1	0.116	0.134	0.157	0.217	0.834	A7	0.25	0.143	0.151	0.159	0.167	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading		
control	130605	HF	381	white	81I	W8	L. reuteri	81I	control	SI	north america	9/30/16	plateZ	B1	0.118	0.115	0.133	0.178	0.302	B7	0.205	0.139	0.145	0.148	0.152	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading		
control	evol_LJ4	LA10	LJ4107	nonwhite	LJ41072		L. johnsonii	LJ41072	control	evolution	north america	9/30/16	plateZ	G1	0.112	0.115	0.144	0.21	0.259	G7	0.169	0.118	0.124	0.129	0.16	10:15	3:13	15:22	17:00	18:52	E1, E6	E7, E12	unknown	NA	left in Coy chamber door for 2 hours after initial reading		
control	130604	LF	303	white	3C	W8	L. reuteri	3C	control	SI	north america	12/10/16	plate31	A1	0.082	0.084	0.138	0.233	0.382	A7	0.21	0.114	0.133	0.185	0.268	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
control	130605	HF	381	white	81I	W8	L. reuteri	81I	control	SI	north america	12/10/16	plate31	B1	0.092	0.103	0.2	0.457	0.675	B7	0.178	0.11	0.19	0.436	0.634	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
control	130604	LF	303	nonwhite	3K	W8	L. johnsonii	3K	control	SI	north america	12/10/16	plate31	F1	0.097	0.102	0.128	0.257	0.476	F7	0.203	0.116	0.127	0.187	0.297	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
control	evol_LJ4	LA10	LJ4107	nonwhite	LJ41072		L. johnsonii	LJ41072	control	evolution	north america	12/10/16	plate31	G1	0.099	0.104	0.141	0.291	0.493	G7	0.23	0.126	0.128	0.18	0.304	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
control	130604	LF	303	white	3C	W8	L. reuteri	3C	control	SI	north america	12/10/16	plate32	A1	0.084	0.096	0.11	0.141	0.199	A7	0.157	0.097	0.144	0.283	0.464	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
control	130605	HF	381	white	81I	W8	L. reuteri	81I	control	SI	north america	12/10/16	plate32	B1	0.095	0.126	0.278	0.667	0.954	B7	0.157	0.135	0.288	0.687	0.911	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
control	130604	LF	303	nonwhite	3K	W8	L. johnsonii	3K	control	SI	north america	12/10/16	plate32	F1	0.094	0.096	0.109	0.177	0.339	F7	0.24	0.117	0.12	0.131	0.162	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
control	evol_LJ4	LA10	LJ4107	nonwhite	LJ41072		L. johnsonii	LJ41072	control	evolution	north america	12/10/16	plate32	G1	0.101	0.103	0.125	0.251	0.428	G7	0.186	0.111	0.119	0.184	0.323	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
control	130604	LF	303	white	3C	W8	L. reuteri	3C	control	SI	north america	12/15/16	plate33	A1	0.084	0.099	0.284	0.547	0.675	A7	0.157	0.089	0.258	0.491	0.581	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D		
control	130605	HF	381	white	81I	W8	L. reuteri	81I	control	SI	north america	12/15/16	plate33	B1	0.092	0.105	0.397	0.679	0.776	B7	0.172	0.118	0.35	0.645	0.74	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D		
control	130604	LF	303	nonwhite	3K	W8	L. johnsonii	3K	control	SI	north america	12/15/16	plate33	F1	0.096	0.108	0.394	0.608	0.646	F7	0.194	0.117	0.216	0.446	0.54	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D		
control	evol_LJ4	LA10	LJ4107	nonwhite	LJ41072		L. johnsonii	LJ41072	control	evolution	north america	12/15/16	plate33	G1	0.103	0.135	0.529	0.578	0.61	G7	0.156	0.123	0.472	0.842	0.935	9:56	12:19	17:53	19:54	20:45	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D		
control	130604	LF	303	white	3C	W8	L. reuteri	3C	control	SI	north america	12/15/16	plate34	A1	0.373	0.085	0.196	0.196	0.373	A7	0.943	0.141	0.572	0.572	0.943	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D		
control	130605	HF	381	white	81I	W8	L. reuteri	81I	control	SI	north america	12/15/16	plate34	B1	0.977	0.123	0.53	0.53	0.977	B7	0.981	0.139	0.582	0.582	0.981	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D		
control	130604	LF	303	nonwhite	3K	W8	L. johnsonii	3K	control	SI	north america	12/15/16	plate34	F1	0.629	0.092	0.196	0.196	0.629	F7	0.674	0.098	0.269	0.269	0.674	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D		
control	evol_LJ4	LA10	LJ4107	nonwhite	LJ41072		L. johnsonii	LJ41072	control	evolution	north america	12/15/16	plate34	G1	0.615	0.117	0.413	0.413	0.615	G7	0.985	0.141	0.435	0.435	0.985	10:08	12:23	17:54	19:55	20:47	E1, H1	E7, H7	5.35	non-tissue culture plate	after time C and D, I left the plate in the anaerobic chamber door for 2 hours‰Û_ then put at 37C for 1 hour and took timepoint D		
JW	JW						L. reuteri	1366	chicken		europe	11/4/16	plate16	H5	0.108	0.181	0.774	NA	1.294	H11	0.152	0.123	0.255	NA	0.889	10:29	13:06	15:34		19:02	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	1366	chicken		europe	11/22/16	plate24	D1	0.093	0.149	0.633	0.973	1.082	D7	0.182	0.106	0.105	0.107	0.108	10:28	12:50	15:11	17:03	18:40	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	1366	chicken		europe	10/20/16	plate8	E6	0.108	0.176	0.965	1.427	1.536	E12	0.224	0.141	0.149	0.167	0.199	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	1366	chicken		europe	12/10/16	plate31	C4	0.108	0.188	0.745	1.044	1.149	C10	0.212	0.136	0.171	0.344	0.637	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	1366	chicken		europe	12/10/16	plate32	C2	0.111	0.188	0.675	0.935	1.068	C8	0.242	0.139	0.207	0.544	0.961	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	1366	chicken		europe	12/10/16	plate32	F5	0.114	0.197	0.768	1.016	1.193	F11	0.232	0.161	0.534	0.858	1.014	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	2010	rat			11/25/16	plate29	D6	0.079	0.085	0.132	0.298	0.397	D12	0.147	0.093	0.096	0.123	0.165	10:19	12:35	14:52	17:08	18:28	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	2010	rat			11/25/16	plate29	E6	0.08	0.086	0.137	0.303	0.396	E12	0.212	0.095	0.097	0.122	0.161	10:19	12:35	14:52	17:08	18:28	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	2010	rat			11/25/16	plate29	F6	0.08	0.089	0.155	0.355	0.461	F12	0.155	0.101	0.104	0.118	0.141	10:19	12:35	14:52	17:08	18:28	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	100-23	rat		australaisa	10/28/16	plate12	H2	0.081	0.099	0.232	0.44	0.525	H8	0.188	0.143	0.153	0.157	0.166	10:42	12:59	15:29	17:22	19:00	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	100-23	rat		australaisa	11/4/16	plate16	E3	0.085	0.124	0.367	NA	0.613	E9	0.216	0.122	0.126	NA	0.138	10:29	13:06	15:34		19:02	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	100-23	rat		australaisa	10/20/16	plate8	C4	0.086	0.104	0.319	0.618	0.67	C10	0.156	0.103	0.138	0.33	0.469	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	100-23	rat		australaisa	12/10/16	plate31	A4	0.088	0.094	0.166	0.375	0.43	A10	0.191	0.107	0.109	0.112	0.117	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	100-23	rat		australaisa	12/10/16	plate32	A2	0.091	0.097	0.175	0.312	0.353	A8	0.196	0.115	0.117	0.121	0.124	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	100-23	rat		australaisa	12/10/16	plate32	H5	0.091	0.1	0.183	0.355	0.394	H11	0.194	0.117	0.117	0.114	0.116	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	105N	mouse			11/23/16	plate26	E6	0.091	0.143	0.363	0.593	0.61	E12	0.169	0.137	0.149	0.147	0.163	10:37	13:19	15:30	17:57	19:45	F1, H1	F7, H7	5.35	NA			
JW	JW						L. reuteri	105N	mouse			11/23/16	plate26	F6	0.096	0.139	0.346	0.671	0.72	F12	0.162	0.131	0.144	0.169	0.206	10:37	13:19	15:30	17:57	19:45	F1, H1	F7, H7	5.35	NA			
JW	JW						L. reuteri	105N	mouse			11/23/16	plate26	G6	0.094	0.134	0.316	0.541	0.687	G12	0.16	0.119	0.128	0.139	0.174	10:37	13:19	15:30	17:57	19:45	F1, H1	F7, H7	5.35	NA			
JW	JW						L. reuteri	107J	mouse			11/25/16	plate30	D6	0.083	0.098	0.165	0.337	0.516	D12	0.189	0.118	0.116	0.119	0.122	10:31	12:44	14:56	17:09	18:30	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	107J	mouse			11/25/16	plate30	E6	0.086	0.101	0.172	0.357	0.558	E12	0.187	0.12	0.117	0.12	0.123	10:31	12:44	14:56	17:09	18:30	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	107J	mouse			11/25/16	plate30	F6	0.083	0.094	0.152	0.312	0.483	F12	0.159	0.114	0.116	0.119	0.121	10:31	12:44	14:56	17:09	18:30	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	111v	mouse			11/25/16	plate30	A6	0.077	0.083	0.132	0.315	0.372	A12	0.173	0.099	0.103	0.109	0.107	10:31	12:44	14:56	17:09	18:30	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	111v	mouse			11/25/16	plate30	B6	0.079	0.084	0.128	0.324	0.419	B12	0.148	0.094	0.098	0.101	0.104	10:31	12:44	14:56	17:09	18:30	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	111v	mouse			11/25/16	plate30	C6	0.077	0.081	0.121	0.296	0.396	C12	0.128	0.093	0.093	0.102	0.112	10:31	12:44	14:56	17:09	18:30	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	3c6	pig		australasia	10/28/16	plate12	G4	0.098	0.127	0.385	0.815	1.073	G10	0.176	0.129	0.132	0.136	0.146	10:42	12:59	15:29	17:22	19:00	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	3c6	pig		australasia	11/4/16	plate16	A6	0.102	0.136	0.382	NA	0.805	A12	0.188	0.131	0.142	NA	0.332	10:29	13:06	15:34		19:02	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	3c6	pig		australasia	10/20/16	plate9	F2	0.098	0.126	0.576	0.991	1.071	F8	0.104	0.128	0.605	1.066	1.212	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA			
JW	JW						L. reuteri	3c6	pig		australasia	12/10/16	plate31	D4	0.096	0.122	0.318	0.736	0.978	D10	0.194	0.115	0.138	0.239	0.457	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	3c6	pig		australasia	12/10/16	plate32	D2	0.095	0.128	0.376	0.855	1.123	D8	0.228	0.117	0.121	0.137	0.161	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	3c6	pig		australasia	12/10/16	plate32	E5	0.099	0.126	0.376	0.85	1.062	E11	0.16	0.118	0.325	0.778	0.962	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	6799jml1	mouse		north america	11/4/16	plate16	D5	0.176	0.289	0.497	NA	0.588	D11	0.153	0.142	0.148	NA	0.19	10:29	13:06	15:34		19:02	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	6799jml1	mouse		north america	10/20/16	plate9	B2	0.089	0.111	0.401	0.753	0.888	B8	0.193	0.14	0.157	0.158	0.161	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA			
JW	JW						L. reuteri	6799jml1	mouse		north america	12/10/16	plate32	A6	0.086	0.101	0.22	0.418	0.494	A12	0.186	0.116	0.108	0.114	0.116	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	ATCC 53608 (JJ)	pig		europe	11/4/16	plate15	C1	0.084	0.114	0.253	NA	0.498	C7	0.18	0.124	0.149	NA	0.198	10:17	13:01	15:30		18:52	H1, H1	H7, H7	5.35	NA			
JW	JW						L. reuteri	ATCC 53608 (JJ)	pig		europe	11/4/16	plate16	H3	0.085	0.113	0.247	NA	0.472	H9	0.204	0.129	0.144	NA	0.269	10:29	13:06	15:34		19:02	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	ATCC 53608 (JJ)	pig		europe	10/20/16	plate9	E2	0.088	0.118	0.347	0.573	0.68	E8	0.187	0.112	0.17	0.389	0.496	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA			
JW	JW						L. reuteri	ATCC 53608 (JJ)	pig		europe	12/10/16	plate31	E4	0.086	0.102	0.224	0.404	0.481	E10	0.152	0.094	0.132	0.24	0.354	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	ATCC 53608 (JJ)	pig		europe	12/10/16	plate32	E2	0.086	0.103	0.238	0.408	0.468	E8	0.21	0.107	0.113	0.126	0.145	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	ATCC 53608 (JJ)	pig		europe	12/10/16	plate32	D5	0.088	0.109	0.27	0.453	0.512	D11	0.155	0.097	0.165	0.337	0.457	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	cf46g	human	f	europe	10/28/16	plate12	D3	0.102	0.144	0.525	0.991	1.244	D9	0.161	0.132	0.167	0.241	0.364	10:42	12:59	15:29	17:22	19:00	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	cf46g	human	f	europe	11/4/16	plate16	A4	0.099	0.178	0.394	NA	0.437	A10	0.214	0.145	0.155	NA	0.194	10:29	13:06	15:34		19:02	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	cf46g	human	f	europe	10/20/16	plate8	E5	0.106	0.157	0.533	0.787	0.858	E11	0.217	0.141	0.167	0.238	0.304	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	cf483a1	human	f	europe	10/28/16	plate12	B4	0.099	0.124	0.361	0.726	0.868	B10	0.175	0.135	0.158	0.219	0.347	10:42	12:59	15:29	17:22	19:00	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	cf483a1	human	f	europe	11/4/16	plate16	D6	0.102	0.142	0.421	NA	1.16	D12	0.203	0.14	0.193	NA	0.611	10:29	13:06	15:34		19:02	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	cf483a1	human	f	europe	10/20/16	plate8	F6	0.097	0.119	0.45	0.955	1.114	F12	0.231	0.139	0.166	0.313	0.451	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	cr	rat		north america	10/28/16	plate12	E3	0.109	0.152	0.416	0.778	1.044	E9	0.17	0.133	0.198	0.373	0.597	10:42	12:59	15:29	17:22	19:00	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	cr	rat		north america	11/4/16	plate16	C1	0.109	0.204	0.559	NA	1.018	C7	0.23	0.161	0.345	NA	0.857	10:29	13:06	15:34		19:02	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	cr	rat		north america	11/4/16	plate16	E2	0.107	0.193	0.569	NA	1.082	E8	0.211	0.174	0.377	NA	1.088	10:29	13:06	15:34		19:02	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	cr	rat		north america	10/20/16	plate8	G5	0.103	0.154	0.586	1.08	1.256	G11	0.149	0.156	0.49	0.982	1.144	10:02	12:19	15:23	18:01	19:16	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	cr	rat		north america	12/10/16	plate31	F4	0.101	0.15	0.417	0.711	0.93	F10	0.185	0.146	0.347	0.625	0.838	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	cr	rat		north america	12/10/16	plate32	F2	0.101	0.155	0.388	0.673	0.885	F8	0.204	0.141	0.315	0.631	0.847	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	cr	rat		north america	12/10/16	plate32	C5	0.104	0.167	0.48	0.72	0.925	C11	0.196	0.148	0.381	0.735	0.975	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	CSF8	chicken		north america	11/4/16	plate16	D1	0.112	0.158	0.499	NA	1.341	D7	0.177	0.156	0.274	NA	0.739	10:29	13:06	15:34		19:02	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	CSF8	chicken		north america	11/4/16	plate16	B3	0.108	0.157	0.521	NA	1.249	B9	0.232	0.167	0.344	NA	0.656	10:29	13:06	15:34		19:02	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	CSF8	chicken		north america	10/20/16	plate9	A3	0.097	0.136	0.663	1.114	1.211	A9	0.18	0.118	0.14	0.251	0.393	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA			
JW	JW						L. reuteri	CSF8	chicken		north america	12/10/16	plate31	G4	0.097	0.127	0.377	0.774	1.026	G10	0.209	0.127	0.125	0.127	0.134	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	CSF8	chicken		north america	12/10/16	plate32	G2	0.096	0.127	0.365	0.829	1.061	G8	0.173	0.113	0.124	0.171	0.283	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	CSF8	chicken		north america	12/10/16	plate32	B5	0.1	0.134	0.406	0.85	1.098	B11	0.194	0.115	0.121	0.134	0.161	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	dsm20016	human	f	europe	10/28/16	plate12	H4	0.102	0.186	0.581	0.808	0.855	H10	0.168	0.143	0.207	0.346	0.615	10:42	12:59	15:29	17:22	19:00	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	dsm20016	human	f	europe	11/4/16	plate16	C3	0.105	0.235	0.565	NA	0.84	C9	0.221	0.162	0.201	NA	0.588	10:29	13:06	15:34		19:02	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	dsm20016	human	f	europe	10/20/16	plate9	G2	0.103	0.195	0.639	0.899	1.002	G8	0.134	0.166	0.576	0.96	1.077	10:17	12:20	15:25	18:05	19:18	H1, H1	H7, H7	5.35	NA			
JW	JW						L. reuteri	dsm20016	human	f	europe	12/10/16	plate31	H4	0.104	0.179	0.496	0.62	0.726	H10	0.206	0.127	0.149	0.232	0.365	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	dsm20016	human	f	europe	12/10/16	plate32	H2	0.112	0.186	0.478	0.654	0.724	H8	0.21	0.136	0.168	0.285	0.462	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	dsm20016	human	f	europe	12/10/16	plate32	A5	0.106	0.176	0.453	0.591	0.644	A11	0.192	0.122	0.18	0.358	0.53	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	FUA3041	rat			11/23/16	plate26	B6	0.09	0.114	0.218	0.608	0.892	B12	0.168	0.136	0.145	0.154	0.163	10:37	13:19	15:30	17:57	19:45	F1, H1	F7, H7	5.35	NA			
JW	JW						L. reuteri	FUA3041	rat			11/23/16	plate26	C6	0.09	0.111	0.201	0.613	0.927	C12	0.178	0.132	0.132	0.152	0.205	10:37	13:19	15:30	17:57	19:45	F1, H1	F7, H7	5.35	NA			
JW	JW						L. reuteri	FUA3041	rat			11/23/16	plate26	D6	0.094	0.12	0.217	0.686	1.005	D12	0.184	0.124	0.16	0.369	0.669	10:37	13:19	15:30	17:57	19:45	F1, H1	F7, H7	5.35	NA			
JW	JW						L. reuteri	FUA3041	rat			12/10/16	plate31	A2	0.089	0.11	0.249	0.613	0.759	A8	0.189	0.115	0.193	0.466	0.758	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	FUA3041	rat			12/10/16	plate31	B5	0.081	0.104	0.254	0.669	0.895	B11	0.239	0.112	0.105	0.112	0.117	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	FUA3041	rat			12/10/16	plate32	A3	0.087	0.113	0.266	0.587	0.736	A9	0.19	0.125	0.127	0.155	0.204	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	FUA3043	rat			11/25/16	plate30	G6	0.094	0.118	0.235	0.687	0.925	G12	0.173	0.134	0.137	0.143	0.154	10:31	12:44	14:56	17:09	18:30	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	FUA3043	rat			11/25/16	plate30	H6	0.094	0.119	0.249	0.715	0.939	H12	0.149	0.112	0.153	0.342	0.591	10:31	12:44	14:56	17:09	18:30	E1, H1	E7, H7	5.35	NA			
JW	JW						L. reuteri	FUA3043	rat			12/10/16	plate31	H2	0.092	0.117	0.3	0.655	0.796	H8	0.2	0.141	0.134	0.143	0.176	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	FUA3043	rat			12/10/16	plate31	D5	0.094	0.129	0.316	0.762	0.968	D11	0.23	0.13	0.139	0.171	0.263	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	FUA3043	rat			12/10/16	plate32	B3	0.093	0.13	0.349	0.769	0.982	B9	0.198	0.137	0.154	0.198	0.291	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	FUA3043	rat			12/10/16	plate32	B6	0.093	0.131	0.325	0.717	0.924	B12	0.194	0.133	0.132	0.148	0.195	10:25	12:35	14:45	16:39	18:02	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	FUA3048	rat	poop		11/23/16	plate26	C1	0.1	0.134	0.394	1.077	1.372	C7	0.16	0.117	0.134	0.247	0.535	10:37	13:19	15:30	17:57	19:45	F1, H1	F7, H7	5.35	NA			
JW	JW						L. reuteri	FUA3048	rat	poop		11/23/16	plate26	D1	0.109	0.154	0.435	0.973	1.25	D7	0.169	0.121	0.134	0.226	0.466	10:37	13:19	15:30	17:57	19:45	F1, H1	F7, H7	5.35	NA			
JW	JW						L. reuteri	FUA3048	rat	poop		11/23/16	plate26	A6	0.099	0.129	0.32	0.952	1.188	A12	0.166	0.126	0.278	0.746	0.836	10:37	13:19	15:30	17:57	19:45	F1, H1	F7, H7	5.35	NA			
JW	JW						L. reuteri	FUA3048	rat	poop		12/10/16	plate31	G2	0.093	0.133	0.41	0.858	1.103	G8	0.202	0.116	0.143	0.234	0.435	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
JW	JW						L. reuteri	FUA3048	rat	poop		12/10/16	plate31	F6	0.091	0.128	0.416	0.826	1.03	F12	0.196	0.12	0.146	0.269	0.481	10:11	12:31	14:44	16:34	18:00	E1, H1	E7, H7	5.35	non-tissue culture plate			
